Re Im
-146.0 1016.0
-606.0 1000.0
-261.0 1109.0
557.0 733.0
1068.0 -129.0
693.0 -629.0
-187.0 -118.0
-913.0 708.0
-1060.0 628.0
-793.0 -520.0
-556.0 -1504.0
-632.0 -1178.0
-953.0 66.0
-1071.0 767.0
-599.0 340.0
345.0 -406.0
1037.0 -319.0
861.0 474.0
-50.0 1015.0
-796.0 915.0
-714.0 796.0
-98.0 1061.0
377.0 1138.0
406.0 406.0
262.0 -737.0
322.0 -1004.0
459.0 -93.0
355.0 988.0
-86.0 1260.0
-529.0 877.0
-647.0 743.0
-304.0 945.0
426.0 778.0
978.0 -7.0
799.0 -528.0
-124.0 -95.0
-1092.0 597.0
-1244.0 328.0
-652.0 -850.0
-179.0 -1672.0
-486.0 -1131.0
-1146.0 146.0
-1189.0 694.0
-327.0 155.0
684.0 -484.0
1017.0 -258.0
620.0 520.0
-87.0 1011.0
-522.0 942.0
-458.0 851.0
13.0 1055.0
507.0 977.0
588.0 133.0
293.0 -904.0
93.0 -1034.0
353.0 -64.0
662.0 992.0
364.0 1226.0
-293.0 911.0
-506.0 843.0
98.0 948.0
938.0 487.0
1068.0 -449.0
394.0 -795.0
-369.0 69.0
-694.0 1090.0
-773.0 762.0
-911.0 -705.0
-1066.0 -1472.0
-942.0 -520.0
-668.0 967.0
-443.0 1171.0
-183.0 14.0
345.0 -949.0
910.0 -665.0
990.0 283.0
483.0 863.0
34.0 930.0
313.0 909.0
1030.0 839.0
1141.0 308.0
342.0 -512.0
-511.0 -926.0
-392.0 -629.0
591.0 -108.0
1254.0 181.0
1047.0 433.0
529.0 895.0
579.0 1053.0
983.0 376.0
881.0 -744.0
182.0 -1193.0
-257.0 -478.0
146.0 633.0
588.0 1097.0
32.0 852.0
-1172.0 439.0
-1613.0 401.0
-619.0 680.0
686.0 890.0
825.0 806.0
-45.0 209.0
-577.0 -679.0
-47.0 -1204.0
830.0 -826.0
1155.0 75.0
1048.0 449.0
1106.0 -148.0
1179.0 -954.0
598.0 -913.0
-387.0 -89.0
-917.0 442.0
-526.0 14.0
236.0 -803.0
662.0 -1026.0
854.0 -627.0
1095.0 -399.0
1157.0 -671.0
476.0 -929.0
-647.0 -624.0
-1023.0 -38.0
-249.0 101.0
870.0 -275.0
1256.0 -384.0
879.0 325.0
482.0 1222.0
523.0 1374.0
847.0 459.0
1024.0 -612.0
814.0 -733.0
181.0 40.0
-678.0 649.0
-1123.0 278.0
-701.0 -619.0
158.0 -1215.0
371.0 -1175.0
-379.0 -880.0
-1106.0 -624.0
-789.0 -195.0
304.0 417.0
740.0 818.0
64.0 699.0
-847.0 165.0
-1038.0 -383.0
-699.0 -667.0
-682.0 -717.0
-970.0 -508.0
-826.0 128.0
-65.0 849.0
461.0 978.0
94.0 281.0
-616.0 -602.0
-680.0 -1008.0
170.0 -934.0
961.0 -859.0
835.0 -988.0
-129.0 -899.0
-988.0 -465.0
-883.0 -58.0
115.0 106.0
1068.0 271.0
998.0 649.0
-99.0 972.0
-1088.0 900.0
-1007.0 751.0
-95.0 985.0
569.0 1212.0
400.0 692.0
2.0 -425.0
164.0 -1031.0
673.0 -469.0
832.0 633.0
421.0 1181.0
94.0 1108.0
287.0 1042.0
674.0 976.0
720.0 401.0
427.0 -608.0
204.0 -978.0
269.0 -127.0
255.0 1084.0
-93.0 1417.0
-715.0 803.0
-1138.0 330.0
-951.0 610.0
-139.0 1070.0
720.0 1000.0
786.0 416.0
-67.0 -217.0
-869.0 -651.0
-619.0 -853.0
647.0 -717.0
1546.0 -414.0
1213.0 -408.0
202.0 -890.0
-275.0 -1171.0
-56.0 -549.0
9.0 615.0
-497.0 1062.0
-932.0 265.0
-589.0 -834.0
46.0 -1215.0
147.0 -1024.0
-351.0 -925.0
-701.0 -879.0
-535.0 -241.0
-296.0 784.0
-296.0 1017.0
-393.0 29.0
-171.0 -1135.0
339.0 -1295.0
813.0 -587.0
998.0 -268.0
763.0 -663.0
18.0 -1043.0
-791.0 -782.0
-823.0 -116.0
143.0 344.0
1099.0 576.0
743.0 779.0
-689.0 915.0
-1594.0 878.0
-884.0 824.0
396.0 978.0
730.0 1024.0
40.0 405.0
-378.0 -636.0
212.0 -1080.0
872.0 -383.0
806.0 679.0
329.0 1135.0
358.0 963.0
950.0 689.0
1029.0 438.0
347.0 -136.0
-318.0 -846.0
-162.0 -878.0
492.0 20.0
711.0 998.0
197.0 1238.0
-436.0 921.0
-586.0 877.0
-118.0 1028.0
596.0 726.0
1012.0 -1.0
632.0 -370.0
-491.0 -17.0
-1390.0 281.0
-1063.0 -256.0
135.0 -1225.0
727.0 -1557.0
-50.0 -1021.0
-1194.0 -394.0
-1223.0 -238.0
-50.0 -142.0
826.0 344.0
414.0 918.0
-609.0 811.0
-1114.0 70.0
-1028.0 -415.0
-1047.0 -170.0
-1262.0 409.0
-947.0 624.0
139.0 402.0
954.0 211.0
615.0 320.0
-552.0 377.0
-1296.0 103.0
-1095.0 -404.0
-653.0 -863.0
-669.0 -916.0
-973.0 -420.0
-866.0 502.0
-303.0 994.0
70.0 526.0
95.0 -704.0
186.0 -1403.0
655.0 -742.0
1175.0 521.0
1251.0 920.0
920.0 -69.0
612.0 -1187.0
414.0 -1054.0
9.0 86.0
-618.0 766.0
-995.0 202.0
-649.0 -758.0
111.0 -1154.0
463.0 -1041.0
148.0 -1066.0
-403.0 -1237.0
-604.0 -832.0
-408.0 256.0
-260.0 984.0
-342.0 518.0
-385.0 -695.0
-130.0 -1380.0
378.0 -1127.0
814.0 -726.0
778.0 -826.0
117.0 -1057.0
-777.0 -700.0
-1028.0 -24.0
-310.0 215.0
861.0 -130.0
1374.0 -224.0
703.0 493.0
-334.0 1365.0
-460.0 1431.0
511.0 670.0
1367.0 31.0
958.0 -12.0
-266.0 13.0
-965.0 -389.0
-413.0 -941.0
601.0 -902.0
1122.0 -343.0
1081.0 -55.0
1008.0 -509.0
905.0 -1048.0
314.0 -856.0
-561.0 -133.0
-977.0 269.0
-386.0 -109.0
493.0 -658.0
861.0 -600.0
642.0 -14.0
421.0 473.0
469.0 733.0
565.0 850.0
330.0 851.0
-273.0 563.0
-886.0 -23.0
-917.0 -643.0
-358.0 -1000.0
184.0 -996.0
313.0 -557.0
241.0 62.0
325.0 353.0
357.0 60.0
-38.0 -384.0
-661.0 -136.0
-865.0 744.0
-434.0 1299.0
49.0 704.0
-171.0 -759.0
-895.0 -1711.0
-1107.0 -1488.0
-503.0 -575.0
340.0 72.0
641.0 245.0
337.0 529.0
91.0 1208.0
240.0 1602.0
544.0 936.0
611.0 -595.0
470.0 -1671.0
500.0 -1752.0
592.0 -1087.0
301.0 -730.0
-333.0 -914.0
-777.0 -747.0
-530.0 84.0
204.0 924.0
606.0 646.0
286.0 -552.0
-290.0 -1323.0
-456.0 -845.0
-80.0 249.0
445.0 684.0
729.0 245.0
597.0 -91.0
203.0 287.0
-248.0 709.0
-598.0 340.0
-824.0 -588.0
-953.0 -1019.0
-1023.0 -559.0
-972.0 256.0
-803.0 892.0
-697.0 1320.0
-742.0 1567.0
-720.0 1230.0
-362.0 244.0
200.0 -641.0
446.0 -428.0
173.0 596.0
-201.0 942.0
-272.0 71.0
-35.0 -865.0
-20.0 -638.0
-168.0 318.0
-34.0 539.0
458.0 -327.0
713.0 -1061.0
208.0 -553.0
-488.0 486.0
-527.0 757.0
209.0 6.0
812.0 -556.0
624.0 -174.0
100.0 590.0
-116.0 916.0
7.0 576.0
-183.0 142.0
-655.0 -1.0
-836.0 99.0
-502.0 246.0
-80.0 319.0
-2.0 146.0
-29.0 -269.0
149.0 -741.0
151.0 -969.0
-372.0 -1051.0
-879.0 -1217.0
-578.0 -1471.0
454.0 -1240.0
1016.0 -429.0
547.0 234.0
-89.0 63.0
9.0 -673.0
628.0 -1048.0
518.0 -743.0
-455.0 -121.0
-1162.0 125.0
-675.0 79.0
496.0 100.0
1032.0 132.0
684.0 -95.0
194.0 -555.0
307.0 -825.0
992.0 -707.0
1716.0 -387.0
1919.0 -158.0
1402.0 -83.0
380.0 -63.0
-554.0 -37.0
-914.0 -119.0
-851.0 -165.0
-871.0 -81.0
-1121.0 -73.0
-1015.0 -346.0
-52.0 -755.0
988.0 -1076.0
1011.0 -1186.0
-23.0 -1185.0
-804.0 -1101.0
-399.0 -766.0
672.0 -302.0
1102.0 -184.0
480.0 -509.0
-368.0 -564.0
-605.0 200.0
-548.0 1355.0
-582.0 1720.0
-697.0 696.0
-589.0 -614.0
-103.0 -745.0
260.0 276.0
349.0 1049.0
235.0 429.0
17.0 -1011.0
-397.0 -1809.0
-802.0 -1270.0
-685.0 -274.0
20.0 -70.0
566.0 -605.0
290.0 -719.0
-460.0 359.0
-611.0 1843.0
192.0 2047.0
1232.0 1113.0
1356.0 -355.0
545.0 -558.0
-135.0 569.0
43.0 1534.0
798.0 1184.0
1167.0 -4.0
777.0 -625.0
57.0 -206.0
-319.0 298.0
-98.0 175.0
454.0 -177.0
905.0 93.0
964.0 770.0
677.0 830.0
419.0 -422.0
415.0 -1618.0
542.0 -1829.0
358.0 -816.0
-335.0 634.0
-1019.0 1044.0
-967.0 827.0
-144.0 407.0
606.0 -34.0
413.0 -657.0
-647.0 -1105.0
-1603.0 -876.0
-1748.0 34.0
-1280.0 729.0
-791.0 731.0
-638.0 539.0
-641.0 959.0
-581.0 1609.0
-463.0 1479.0
-506.0 250.0
-474.0 -1073.0
-52.0 -1207.0
636.0 -286.0
994.0 381.0
587.0 94.0
-361.0 -596.0
-1021.0 -713.0
-900.0 -218.0
-198.0 91.0
372.0 -302.0
411.0 -996.0
208.0 -1187.0
139.0 -666.0
211.0 76.0
160.0 468.0
-243.0 322.0
-537.0 -133.0
-358.0 -498.0
50.0 -690.0
-29.0 -834.0
-727.0 -1006.0
-1231.0 -1119.0
-853.0 -827.0
180.0 -124.0
639.0 555.0
92.0 623.0
-628.0 151.0
-464.0 -222.0
378.0 -137.0
813.0 201.0
329.0 335.0
-232.0 227.0
138.0 95.0
1349.0 -34.0
2047.0 -275.0
2011.0 -487.0
951.0 -368.0
183.0 24.0
38.0 93.0
-86.0 -490.0
-447.0 -1185.0
-977.0 -1153.0
-1188.0 -561.0
-1097.0 -258.0
-1014.0 -599.0
-1040.0 -768.0
-829.0 -46.0
-138.0 1001.0
558.0 1246.0
426.0 499.0
-463.0 -292.0
-1383.0 -241.0
-1695.0 242.0
-1526.0 257.0
-1313.0 -227.0
-959.0 -360.0
-197.0 358.0
738.0 1292.0
1058.0 1542.0
492.0 789.0
-134.0 -140.0
36.0 -613.0
687.0 -452.0
758.0 -51.0
20.0 256.0
-565.0 473.0
-232.0 609.0
449.0 741.0
416.0 789.0
-270.0 625.0
-514.0 232.0
233.0 -235.0
1327.0 -483.0
1790.0 -305.0
1564.0 -31.0
1252.0 -52.0
1004.0 -468.0
688.0 -823.0
315.0 -576.0
288.0 27.0
644.0 326.0
648.0 0.0
-8.0 -642.0
-598.0 -971.0
-252.0 -859.0
704.0 -575.0
1183.0 -219.0
786.0 235.0
138.0 658.0
93.0 652.0
464.0 7.0
577.0 -591.0
243.0 -383.0
-223.0 397.0
-637.0 778.0
-959.0 306.0
-1089.0 -299.0
-792.0 -98.0
33.0 612.0
798.0 621.0
1045.0 -226.0
824.0 -694.0
371.0 206.0
-228.0 1642.0
-749.0 1926.0
-821.0 692.0
4.0 -635.0
1316.0 -711.0
1974.0 162.0
1358.0 743.0
-100.0 551.0
-1193.0 202.0
-1286.0 47.0
-769.0 -96.0
-274.0 -341.0
105.0 -403.0
341.0 -230.0
278.0 -152.0
-200.0 -548.0
-659.0 -1042.0
-578.0 -1095.0
26.0 -894.0
554.0 -1073.0
338.0 -1573.0
-440.0 -1601.0
-1100.0 -816.0
-1070.0 97.0
-493.0 158.0
173.0 -493.0
647.0 -981.0
793.0 -965.0
772.0 -786.0
590.0 -706.0
349.0 -539.0
174.0 -69.0
138.0 274.0
221.0 -46.0
266.0 -813.0
179.0 -1234.0
121.0 -1089.0
374.0 -798.0
876.0 -795.0
1174.0 -940.0
1036.0 -864.0
616.0 -498.0
333.0 -39.0
337.0 202.0
518.0 315.0
713.0 405.0
748.0 480.0
461.0 555.0
-18.0 487.0
-359.0 24.0
-170.0 -687.0
356.0 -1089.0
389.0 -648.0
-312.0 205.0
-1244.0 533.0
-1327.0 81.0
-441.0 -457.0
471.0 -375.0
561.0 49.0
141.0 35.0
86.0 -481.0
555.0 -612.0
801.0 -115.0
400.0 334.0
-227.0 3.0
-201.0 -631.0
535.0 -576.0
1204.0 55.0
1155.0 202.0
482.0 -644.0
-81.0 -1638.0
-278.0 -1530.0
-78.0 -458.0
152.0 260.0
244.0 23.0
91.0 -493.0
-271.0 -423.0
-609.0 114.0
-726.0 331.0
-559.0 -23.0
-347.0 -345.0
-309.0 -150.0
-391.0 240.0
-336.0 335.0
67.0 110.0
600.0 -107.0
901.0 -129.0
653.0 -12.0
28.0 54.0
-495.0 50.0
-538.0 -94.0
-233.0 -388.0
-92.0 -797.0
-350.0 -1041.0
-657.0 -899.0
-488.0 -541.0
51.0 -198.0
292.0 20.0
-67.0 124.0
-692.0 24.0
-920.0 -277.0
-589.0 -560.0
-230.0 -441.0
-251.0 -125.0
-315.0 -155.0
67.0 -763.0
766.0 -1256.0
1167.0 -828.0
779.0 363.0
-112.0 1187.0
-594.0 925.0
-362.0 84.0
159.0 -436.0
396.0 -409.0
189.0 -361.0
-164.0 -502.0
-357.0 -315.0
-286.0 288.0
-9.0 720.0
356.0 406.0
585.0 -287.0
373.0 -324.0
-354.0 530.0
-1220.0 1348.0
-1697.0 1330.0
-1655.0 863.0
-1266.0 736.0
-752.0 832.0
-85.0 425.0
711.0 -368.0
1282.0 -470.0
1155.0 557.0
502.0 1558.0
17.0 982.0
38.0 -746.0
224.0 -1507.0
0.0 -264.0
-542.0 1565.0
-697.0 1796.0
-360.0 291.0
-47.0 -1084.0
-149.0 -845.0
-314.0 275.0
129.0 871.0
944.0 740.0
1067.0 850.0
114.0 1428.0
-973.0 1392.0
-974.0 111.0
-79.0 -1370.0
329.0 -1294.0
-298.0 258.0
-1072.0 1385.0
-771.0 801.0
290.0 -613.0
881.0 -1158.0
512.0 -420.0
-142.0 435.0
-270.0 338.0
-164.0 -343.0
-454.0 -706.0
-955.0 -643.0
-937.0 -597.0
-345.0 -772.0
-106.0 -760.0
-570.0 -421.0
-935.0 -261.0
-252.0 -449.0
1117.0 -624.0
1686.0 -310.0
841.0 202.0
-446.0 254.0
-926.0 -21.0
-438.0 -29.0
431.0 384.0
1124.0 578.0
1476.0 175.0
1307.0 -383.0
336.0 -306.0
-853.0 142.0
-1282.0 80.0
-733.0 -601.0
-30.0 -1110.0
-139.0 -539.0
-853.0 506.0
-1339.0 781.0
-1348.0 131.0
-1371.0 -424.0
-1661.0 -182.0
-1691.0 507.0
-1158.0 588.0
-568.0 75.0
-516.0 -346.0
-706.0 -165.0
-521.0 280.0
11.0 398.0
311.0 128.0
162.0 -229.0
131.0 -484.0
381.0 -769.0
268.0 -1046.0
-463.0 -1146.0
-878.0 -912.0
-258.0 -487.0
704.0 -160.0
493.0 -86.0
-789.0 -185.0
-1381.0 -238.0
-315.0 -44.0
1064.0 364.0
888.0 705.0
-591.0 667.0
-1267.0 281.0
-309.0 -174.0
751.0 -129.0
367.0 367.0
-1002.0 858.0
-1581.0 919.0
-997.0 663.0
-350.0 301.0
-252.0 -160.0
59.0 -1000.0
1081.0 -1653.0
1746.0 -1834.0
849.0 -1167.0
-848.0 102.0
-1565.0 536.0
-777.0 187.0
273.0 -390.0
440.0 -392.0
300.0 -95.0
712.0 -185.0
1321.0 -735.0
1046.0 -974.0
14.0 -444.0
-555.0 255.0
-145.0 137.0
342.0 -672.0
-105.0 -1048.0
-941.0 -239.0
-887.0 916.0
203.0 1032.0
1169.0 138.0
1199.0 -545.0
716.0 -153.0
383.0 784.0
193.0 993.0
-209.0 239.0
-473.0 -664.0
-82.0 -814.0
735.0 -383.0
993.0 37.0
349.0 99.0
-378.0 -15.0
-256.0 -222.0
484.0 -473.0
724.0 -799.0
118.0 -999.0
-587.0 -927.0
-629.0 -652.0
-208.0 -311.0
55.0 133.0
-18.0 473.0
-83.0 446.0
-38.0 -46.0
-186.0 -527.0
-457.0 -472.0
-584.0 17.0
-364.0 382.0
-156.0 361.0
-360.0 123.0
-640.0 -91.0
-327.0 -252.0
380.0 -366.0
720.0 -319.0
185.0 -97.0
-556.0 94.0
-817.0 -9.0
-826.0 -329.0
-1313.0 -646.0
-1920.0 -820.0
-1935.0 -705.0
-475.0 -273.0
1150.0 535.0
1401.0 1236.0
346.0 1213.0
-603.0 446.0
-385.0 -329.0
334.0 -379.0
561.0 -107.0
87.0 -236.0
-261.0 -818.0
-92.0 -1151.0
154.0 -939.0
-61.0 -752.0
-564.0 -960.0
-1061.0 -1053.0
-1287.0 -503.0
-974.0 134.0
-104.0 -65.0
889.0 -1021.0
1136.0 -1298.0
285.0 -134.0
-747.0 1164.0
-684.0 1222.0
317.0 163.0
721.0 -514.0
-268.0 -348.0
-1533.0 -241.0
-1502.0 -1142.0
-315.0 -1749.0
327.0 -1781.0
-418.0 -754.0
-1237.0 198.0
-670.0 -44.0
745.0 -378.0
1429.0 -206.0
704.0 234.0
-311.0 250.0
-377.0 -15.0
204.0 -2.0
352.0 273.0
-147.0 39.0
-565.0 -775.0
-417.0 -1263.0
-186.0 -744.0
-331.0 211.0
-600.0 475.0
-420.0 -158.0
227.0 -826.0
738.0 -785.0
543.0 -162.0
-333.0 501.0
-1074.0 923.0
-928.0 977.0
108.0 667.0
1098.0 120.0
1083.0 -191.0
-20.0 112.0
-1276.0 692.0
-1592.0 829.0
-1112.0 292.0
-531.0 -465.0
-164.0 -660.0
333.0 -203.0
990.0 376.0
1168.0 671.0
618.0 411.0
-50.0 -166.0
-129.0 -582.0
12.0 -420.0
-394.0 233.0
-1049.0 973.0
-652.0 1284.0
937.0 1014.0
2047.0 354.0
1456.0 -342.0
-66.0 -796.0
-466.0 -714.0
894.0 -123.0
2047.0 418.0
2047.0 414.0
1079.0 -251.0
341.0 -979.0
233.0 -1212.0
-215.0 -852.0
-881.0 -135.0
-895.0 689.0
-167.0 1295.0
182.0 1389.0
-502.0 729.0
-1425.0 -223.0
-1396.0 -769.0
-745.0 -774.0
-667.0 -648.0
-1243.0 -637.0
-1325.0 -399.0
-286.0 403.0
810.0 1033.0
858.0 509.0
282.0 -973.0
313.0 -1839.0
1009.0 -1412.0
1178.0 50.0
293.0 941.0
-712.0 1010.0
-638.0 975.0
332.0 1359.0
1148.0 1655.0
1291.0 1437.0
1167.0 1061.0
978.0 906.0
657.0 877.0
179.0 413.0
-80.0 -387.0
170.0 -754.0
639.0 -483.0
639.0 -116.0
85.0 -142.0
-358.0 -262.0
-171.0 -14.0
800.0 479.0
1643.0 652.0
1483.0 279.0
-79.0 -207.0
-1692.0 -266.0
-2044.0 301.0
-547.0 947.0
1481.0 1020.0
1873.0 404.0
740.0 -343.0
-483.0 -304.0
-516.0 568.0
9.0 1221.0
55.0 548.0
-523.0 -890.0
-844.0 -1473.0
-677.0 -548.0
-392.0 654.0
-280.0 519.0
55.0 -730.0
609.0 -1374.0
713.0 -656.0
-474.0 303.0
-1775.0 173.0
-2048.0 -536.0
-833.0 -455.0
814.0 524.0
1030.0 1059.0
301.0 258.0
-435.0 -1018.0
-468.0 -1288.0
-141.0 -428.0
176.0 451.0
230.0 635.0
107.0 258.0
-137.0 -110.0
-169.0 -377.0
209.0 -312.0
616.0 284.0
247.0 1225.0
-733.0 1626.0
-1197.0 1015.0
-301.0 86.0
1238.0 -158.0
1847.0 397.0
897.0 837.0
-452.0 426.0
-767.0 -13.0
19.0 469.0
652.0 1934.0
217.0 2047.0
-748.0 2047.0
-1242.0 1088.0
-771.0 -263.0
38.0 -359.0
373.0 -57.0
33.0 6.0
-467.0 -415.0
-717.0 -523.0
-621.0 -101.0
-405.0 286.0
-173.0 -239.0
-61.0 -1290.0
-196.0 -1602.0
-430.0 -495.0
-455.0 1000.0
65.0 1434.0
984.0 534.0
1686.0 -609.0
1684.0 -873.0
1250.0 -274.0
874.0 417.0
674.0 892.0
337.0 1202.0
-147.0 1249.0
-182.0 771.0
505.0 -90.0
1148.0 -711.0
695.0 -815.0
-636.0 -667.0
-1528.0 -470.0
-1094.0 -181.0
-67.0 358.0
361.0 729.0
68.0 504.0
-3.0 92.0
637.0 273.0
1256.0 914.0
975.0 1135.0
-51.0 485.0
-875.0 -279.0
-996.0 -387.0
-780.0 -88.0
-808.0 -109.0
-1183.0 -468.0
-1467.0 -313.0
-1211.0 494.0
-375.0 1007.0
308.0 448.0
282.0 -664.0
-280.0 -1110.0
-553.0 -437.0
121.0 574.0
1095.0 1094.0
1126.0 821.0
215.0 32.0
-400.0 -725.0
73.0 -1024.0
833.0 -535.0
647.0 458.0
-407.0 1222.0
-846.0 1139.0
-23.0 283.0
1101.0 -613.0
1359.0 -934.0
855.0 -610.0
454.0 -108.0
542.0 88.0
504.0 -180.0
75.0 -676.0
-336.0 -913.0
-229.0 -701.0
242.0 -234.0
726.0 195.0
1151.0 655.0
1482.0 1138.0
1312.0 1399.0
314.0 965.0
-827.0 40.0
-1220.0 -407.0
-635.0 135.0
145.0 856.0
449.0 631.0
384.0 -383.0
423.0 -818.0
567.0 -121.0
570.0 596.0
466.0 242.0
385.0 -927.0
171.0 -1626.0
-288.0 -1381.0
-537.0 -858.0
-149.0 -655.0
570.0 -347.0
715.0 185.0
78.0 438.0
-440.0 -349.0
-145.0 -1474.0
586.0 -1856.0
819.0 -1220.0
507.0 245.0
243.0 822.0
280.0 472.0
435.0 -371.0
551.0 -751.0
647.0 -535.0
450.0 -157.0
-399.0 -113.0
-1562.0 -563.0
-1968.0 -878.0
-1176.0 -413.0
-184.0 580.0
-250.0 1116.0
-910.0 600.0
-674.0 -177.0
744.0 -147.0
1798.0 469.0
1195.0 506.0
-364.0 -472.0
-1169.0 -1489.0
-643.0 -1372.0
229.0 -430.0
656.0 200.0
870.0 14.0
1114.0 -431.0
1095.0 -629.0
407.0 -571.0
-382.0 -411.0
-381.0 3.0
167.0 663.0
349.0 959.0
-321.0 594.0
-1100.0 171.0
-1122.0 424.0
-466.0 1117.0
188.0 1367.0
372.0 896.0
214.0 270.0
25.0 182.0
-125.0 421.0
-205.0 629.0
-284.0 776.0
-435.0 897.0
-563.0 664.0
-562.0 -135.0
-359.0 -881.0
-120.0 -731.0
106.0 294.0
271.0 962.0
535.0 628.0
746.0 -44.0
521.0 -124.0
-8.0 309.0
-374.0 396.0
-263.0 -166.0
79.0 -655.0
264.0 -351.0
381.0 577.0
488.0 1247.0
452.0 974.0
-16.0 -210.0
-583.0 -1408.0
-626.0 -1497.0
-161.0 -146.0
23.0 1539.0
-416.0 1851.0
-864.0 412.0
-570.0 -1225.0
132.0 -1328.0
281.0 -195.0
-271.0 657.0
-734.0 420.0
-525.0 8.0
-54.0 382.0
-12.0 925.0
-416.0 519.0
-742.0 -711.0
-790.0 -1434.0
-795.0 -901.0
-740.0 194.0
-400.0 775.0
-41.0 748.0
-146.0 477.0
-733.0 170.0
-1074.0 -149.0
-620.0 -309.0
147.0 -82.0
286.0 264.0
-297.0 333.0
-980.0 155.0
-1271.0 244.0
-1353.0 629.0
-1365.0 658.0
-1006.0 128.0
-361.0 -343.0
140.0 -163.0
17.0 368.0
-565.0 340.0
-967.0 -371.0
-920.0 -878.0
-530.0 -530.0
27.0 292.0
630.0 684.0
1111.0 417.0
1067.0 -6.0
497.0 -261.0
-51.0 -408.0
-224.0 -699.0
-207.0 -1002.0
-386.0 -1017.0
-732.0 -486.0
-831.0 196.0
-579.0 328.0
-121.0 -267.0
345.0 -1053.0
800.0 -1179.0
964.0 -590.0
590.0 78.0
-19.0 -11.0
-170.0 -759.0
363.0 -1225.0
917.0 -857.0
711.0 -73.0
-200.0 300.0
-939.0 125.0
-1068.0 -243.0
-686.0 -354.0
26.0 -237.0
931.0 79.0
1739.0 652.0
1923.0 1109.0
1422.0 930.0
789.0 70.0
562.0 -624.0
443.0 -467.0
-27.0 184.0
-615.0 474.0
-491.0 67.0
333.0 -387.0
823.0 -461.0
342.0 -383.0
-495.0 -520.0
-550.0 -553.0
189.0 -242.0
865.0 76.0
702.0 -466.0
-81.0 -1516.0
-780.0 -1840.0
-1074.0 -1391.0
-743.0 512.0
199.0 1530.0
1295.0 1053.0
1458.0 -184.0
237.0 -588.0
-1362.0 162.0
-1657.0 1144.0
-369.0 1145.0
1119.0 -89.0
1339.0 -1374.0
332.0 -1385.0
-828.0 -141.0
-1323.0 962.0
-1431.0 697.0
-1365.0 -445.0
-1074.0 -875.0
-468.0 -115.0
-9.0 810.0
-176.0 793.0
-623.0 83.0
-696.0 -294.0
-132.0 5.0
418.0 87.0
323.0 -594.0
-274.0 -1272.0
-772.0 -951.0
-734.0 87.0
-120.0 582.0
737.0 144.0
1273.0 -253.0
916.0 329.0
-144.0 1263.0
-1023.0 1433.0
-825.0 784.0
257.0 146.0
919.0 13.0
263.0 19.0
-1153.0 -207.0
-1875.0 -250.0
-1143.0 280.0
247.0 783.0
849.0 252.0
255.0 -1057.0
-629.0 -1821.0
-637.0 -1143.0
342.0 264.0
1407.0 814.0
1710.0 238.0
1058.0 -667.0
33.0 -818.0
-578.0 -277.0
-579.0 306.0
-265.0 511.0
-175.0 493.0
-422.0 341.0
-568.0 147.0
-289.0 101.0
272.0 323.0
628.0 557.0
597.0 460.0
444.0 89.0
426.0 -56.0
442.0 125.0
398.0 213.0
478.0 -151.0
644.0 -479.0
500.0 -194.0
-317.0 531.0
-1147.0 791.0
-904.0 222.0
531.0 -395.0
1741.0 -328.0
1385.0 210.0
-75.0 360.0
-810.0 96.0
77.0 45.0
1346.0 325.0
1432.0 409.0
230.0 54.0
-900.0 -271.0
-993.0 -61.0
-382.0 277.0
118.0 163.0
232.0 -105.0
126.0 194.0
-77.0 950.0
-475.0 1042.0
-834.0 209.0
-949.0 -649.0
-916.0 -476.0
-866.0 248.0
-707.0 476.0
-299.0 162.0
80.0 221.0
-205.0 1013.0
-1154.0 1514.0
-1847.0 965.0
-1488.0 21.0
-358.0 -360.0
337.0 -380.0
-7.0 -847.0
-675.0 -1535.0
-669.0 -1202.0
139.0 389.0
993.0 1824.0
1182.0 1671.0
737.0 397.0
268.0 -508.0
238.0 -438.0
435.0 -198.0
383.0 -275.0
-132.0 -329.0
-820.0 80.0
-926.0 428.0
-206.0 193.0
607.0 -294.0
721.0 -328.0
215.0 -53.0
-97.0 -172.0
45.0 -658.0
260.0 -420.0
194.0 966.0
167.0 2047.0
483.0 1639.0
644.0 -247.0
-62.0 -1649.0
-1111.0 -1319.0
-1129.0 -89.0
145.0 490.0
1354.0 -35.0
1054.0 -654.0
-271.0 -482.0
-952.0 173.0
-445.0 430.0
289.0 134.0
126.0 -176.0
-524.0 -21.0
-589.0 512.0
99.0 795.0
710.0 551.0
595.0 -109.0
4.0 -691.0
-410.0 -795.0
-493.0 -371.0
-489.0 214.0
-401.0 580.0
-285.0 499.0
-123.0 118.0
59.0 -46.0
260.0 251.0
523.0 638.0
657.0 552.0
679.0 -92.0
817.0 -560.0
1048.0 -307.0
1057.0 344.0
575.0 371.0
48.0 -443.0
170.0 -1209.0
871.0 -1150.0
1295.0 -699.0
1065.0 -533.0
601.0 -451.0
799.0 355.0
1188.0 1761.0
840.0 2047.0
-784.0 935.0
-1895.0 -815.0
-2048.0 -1012.0
-1083.0 416.0
650.0 1497.0
1160.0 879.0
852.0 -593.0
261.0 -1217.0
236.0 -629.0
582.0 -69.0
698.0 -364.0
222.0 -897.0
-486.0 -765.0
-631.0 -127.0
139.0 214.0
1081.0 183.0
1204.0 390.0
